mar_id,mod_mrc_id,model,trim,body,mod_trm_id
209,2,2 Series,M235i,Coupe,1
210,2,2 Series,M235i,Coupe,2
211,2,3 Series,318i,Sedan,1
212,2,3 Series,318i,Sedan,2
213,2,3 Series,318ti,Hatchback,1
214,2,3 Series,318ti,Hatchback,2
215,2,3 Series,320i,Sedan,1
216,2,3 Series,320i,Sedan,2
217,2,3 Series,320i xDrive,Sedan,1
218,2,3 Series,323Ci,Convertible,1
219,2,3 Series,323Ci,Convertible,2
220,2,3 Series,323Ci,Coupe,1
221,2,3 Series,323i,Convertible,1
222,2,3 Series,323i,Convertible,2
223,2,3 Series,323i,Sedan,1
224,2,3 Series,323i,Sedan,2
225,2,3 Series,323iT,Wagon,1
226,2,3 Series,323is,Coupe,1
227,2,3 Series,323is,Coupe,2
228,2,3 Series,325Ci,Convertible,1
229,2,3 Series,325Ci,Convertible,2
230,2,3 Series,325Ci,Coupe,1
231,2,3 Series,325Ci,Coupe,2
232,2,3 Series,325i,Convertible,1
233,2,3 Series,325i,Convertible,2
234,2,3 Series,325i,Sedan,1
235,2,3 Series,325i,Sedan,2
236,2,3 Series,325i,Wagon,1
237,2,3 Series,325i,Wagon,2
238,2,3 Series,325is,Coupe,2
239,2,3 Series,325xi,Sedan,1
240,2,3 Series,325xi,Sedan,2
241,2,3 Series,325xi,Wagon,1
242,2,3 Series,328Ci,Coupe,1
243,2,3 Series,328Ci,Coupe,2
244,2,3 Series,328d,Sedan,1
245,2,3 Series,328d xDrive,Sedan,1
246,2,3 Series,328d xDrive,Wagon,1
247,2,3 Series,328i,Convertible,1
248,2,3 Series,328i,Convertible,2
249,2,3 Series,328i,Coupe,1
250,2,3 Series,328i,Coupe,2
251,2,3 Series,328i,Sedan,1
252,2,3 Series,328i,Sedan,2
253,2,3 Series,328i,Wagon,1
254,2,3 Series,328i,Wagon,2
255,2,3 Series,328i SULEV,Sedan,1
256,2,3 Series,328i xDrive,Coupe,1
257,2,3 Series,328i xDrive,Coupe,2
258,2,3 Series,328i xDrive,Sedan,1
259,2,3 Series,328i xDrive,Sedan,2
260,2,3 Series,328i xDrive,Wagon,1
261,2,3 Series,328i xDrive SULEV,Sedan,1
262,2,3 Series,328is,Coupe,1
263,2,3 Series,328is,Coupe,2
264,2,3 Series,328xi,Coupe,1
265,2,3 Series,328xi,Coupe,2
266,2,3 Series,328xi,Sedan,1
267,2,3 Series,328xi,Sedan,2
268,2,3 Series,328xi,Wagon,1
269,2,3 Series,330Ci,Convertible,1
270,2,3 Series,330Ci,Convertible,2
271,2,3 Series,330Ci,Coupe,1
272,2,3 Series,330Ci,Coupe,2
273,2,3 Series,330i,Sedan,1
274,2,3 Series,330i,Sedan,2
275,2,3 Series,330xi,Sedan,1
276,2,3 Series,330xi,Sedan,2
277,2,3 Series,335d,Sedan,1
278,2,3 Series,335i,Convertible,1
279,2,3 Series,335i,Convertible,2
280,2,3 Series,335i,Coupe,1
281,2,3 Series,335i,Coupe,2
282,2,3 Series,335i,Sedan,1
283,2,3 Series,335i,Sedan,2
284,2,3 Series,335i xDrive,Coupe,1
285,2,3 Series,335i xDrive,Coupe,2
286,2,3 Series,335i xDrive,Sedan,1
287,2,3 Series,335i xDrive,Sedan,2
288,2,3 Series,335is,Convertible,1
289,2,3 Series,335is,Convertible,2
290,2,3 Series,335is,Coupe,1
291,2,3 Series,335is,Coupe,2
292,2,3 Series,335xi,Coupe,1
293,2,3 Series,335xi,Coupe,2
294,2,3 Series,335xi,Sedan,1
295,2,3 Series,335xi,Sedan,2
296,2,3 Series,ActiveHybrid 3,Sedan,1
297,2,3 Series Gran Turismo,328i xDrive,Hatchback,1
298,2,3 Series Gran Turismo,335i xDrive,Hatchback,1
299,2,4 Series,428i,Convertible,1
300,2,4 Series,428i,Coupe,1
301,2,4 Series,428i,Coupe,2
302,2,4 Series,428i SULEV,Convertible,1
303,2,4 Series,428i SULEV,Coupe,1
304,2,4 Series,428i xDrive,Coupe,1
305,2,4 Series,428i xDrive SULEV,Coupe,1
306,2,4 Series,435i,Convertible,1
307,2,4 Series,435i,Coupe,1
308,2,4 Series,435i,Coupe,2
309,2,4 Series,435i xDrive,Coupe,1
310,2,4 Series,435i xDrive,Coupe,2
311,2,5 Series,525i,Sedan,1
312,2,5 Series,525i,Sedan,2
313,2,5 Series,525i,Wagon,1
314,2,5 Series,525xi,Sedan,1
315,2,5 Series,528i,Sedan,1
316,2,5 Series,528i,Sedan,2
317,2,5 Series,528i,Wagon,1
318,2,5 Series,528i xDrive,Sedan,1
319,2,5 Series,528xi,Sedan,1
320,2,5 Series,530i,Sedan,1
321,2,5 Series,530i,Sedan,2
322,2,5 Series,530xi,Sedan,1
323,2,5 Series,530xi,Sedan,2
324,2,5 Series,530xi,Wagon,1
325,2,5 Series,530xi,Wagon,2
326,2,5 Series,535d,Sedan,1
327,2,5 Series,535d xDrive,Sedan,1
328,2,5 Series,535i,Sedan,1
329,2,5 Series,535i,Sedan,2
330,2,5 Series,535i xDrive,Sedan,1
331,2,5 Series,535i xDrive,Wagon,1
332,2,5 Series,535xi,Sedan,1
333,2,5 Series,535xi,Sedan,2
334,2,5 Series,535xi,Wagon,1
335,2,5 Series,540i,Sedan,1
336,2,5 Series,540i,Sedan,2
337,2,5 Series,540i,Wagon,1
338,2,5 Series,545i,Sedan,1
339,2,5 Series,545i,Sedan,2
340,2,5 Series,550i,Sedan,1
341,2,5 Series,550i,Sedan,2
342,2,5 Series,550i xDrive,Sedan,1
343,2,5 Series,ActiveHybrid 5,Sedan,1
344,2,5 Series Gran Turismo,535i,Hatchback,1
345,2,5 Series Gran Turismo,535i xDrive,Hatchback,1
346,2,5 Series Gran Turismo,550i,Hatchback,1
347,2,5 Series Gran Turismo,550i xDrive,Hatchback,1
348,2,6 Series,640i,Convertible,1
349,2,6 Series,640i,Coupe,1
350,2,6 Series,640i xDrive,Convertible,1
351,2,6 Series,645Ci,Convertible,1
352,2,6 Series,645Ci,Coupe,1
353,2,6 Series,650i,Convertible,1
354,2,6 Series,650i,Convertible,2
355,2,6 Series,650i,Coupe,1
356,2,6 Series,650i,Coupe,2
357,2,6 Series,650i xDrive,Convertible,1
358,2,6 Series,650i xDrive,Coupe,1
359,2,6 Series Gran Coupe,640i,Sedan,1
360,2,6 Series Gran Coupe,640i xDrive,Sedan,1
361,2,6 Series Gran Coupe,650i,Sedan,1
362,2,6 Series Gran Coupe,650i xDrive,Sedan,1
363,2,7 Series,740Li,Sedan,1
364,2,7 Series,740Li xDrive,Sedan,1
365,2,7 Series,740i,Sedan,1
366,2,7 Series,740iL,Sedan,1
367,2,7 Series,745Li,Sedan,1
368,2,7 Series,745i,Sedan,1
369,2,7 Series,750Li,Sedan,1
370,2,7 Series,750Li xDrive,Sedan,1
371,2,7 Series,750i,Sedan,1
372,2,7 Series,750i xDrive,Sedan,1
373,2,7 Series,750iL,Sedan,1
374,2,7 Series,760Li,Sedan,1
375,2,8 Series,850i,Coupe,1
376,2,ActiveHybrid 5,Base,Sedan,1
377,2,ActiveHybrid 7,750Li,Sedan,1
378,2,ActiveHybrid X6,Base,SUV,1
379,2,M,Base,Convertible,1
380,2,M,Base,Convertible,2
381,2,M3,Base,Convertible,1
382,2,M3,Base,Convertible,2
383,2,M3,Base,Coupe,1
384,2,M3,Base,Coupe,2
385,2,M3,Base,Sedan,1
386,2,M3,Base,Sedan,2
387,2,M4,Base,Coupe,1
388,2,M5,Base,Sedan,1
389,2,M5,Base,Sedan,2
390,2,M6,Base,Convertible,1
391,2,M6,Base,Convertible,2
392,2,M6,Base,Coupe,1
393,2,M6 Gran Coupe,Base,Sedan,1
394,2,X1,sDrive28i,SUV,1
395,2,X1,xDrive28i,SUV,1
396,2,X1,xDrive35i,SUV,1
397,2,X3,2.5i,SUV,1
398,2,X3,2.5i,SUV,2
399,2,X3,3.0i,SUV,1
400,2,X3,3.0i,SUV,2
401,2,X3,3.0si,SUV,1
402,2,X3,3.0si,SUV,2
403,2,X3,xDrive28i,SUV,1
404,2,X3,xDrive30i,SUV,1
405,2,X3,xDrive35i,SUV,1
406,2,X5,3.0i,SUV,1
407,2,X5,3.0i,SUV,2
408,2,X5,3.0si,SUV,1
409,2,X5,4.4i,SUV,1
410,2,X5,4.6is,SUV,1
411,2,X5,4.8i,SUV,1
412,2,X5,4.8is,SUV,1
413,2,X5,sDrive35i,SUV,1
414,2,X5,xDrive30i,SUV,1
415,2,X5,xDrive30i,SUV,2
416,2,X5,xDrive35d,SUV,1
417,2,X5,xDrive35i,SUV,1
418,2,X5,xDrive35i Premium,SUV,1
419,2,X5,xDrive48i,SUV,1
420,2,X5,xDrive50i,SUV,1
421,2,X5 M,Base,SUV,1
422,2,X6,xDrive35i,SUV,1
423,2,X6,xDrive50i,SUV,1
424,2,X6 M,Base,SUV,1
425,2,Z3,1.9,Convertible,1
426,2,Z3,1.9,Convertible,2
427,2,Z3,2.3,Convertible,1
428,2,Z3,2.3,Convertible,2
429,2,Z3,2.5i,Convertible,1
430,2,Z3,2.5i,Convertible,2
431,2,Z3,2.8,Convertible,2
432,2,Z3,3.0i,Convertible,1
433,2,Z3,3.0i,Convertible,2
434,2,Z4,2.5i,Convertible,1
435,2,Z4,2.5i,Convertible,2
436,2,Z4,3.0i,Convertible,1
437,2,Z4,3.0i,Convertible,2
438,2,Z4,3.0si,Convertible,1
439,2,Z4,sDrive28i,Convertible,1
440,2,Z4,sDrive28i,Convertible,2
441,2,Z4,sDrive30i,Convertible,1
442,2,Z4,sDrive35i,Convertible,1
443,2,Z4,sDrive35i,Convertible,2
444,2,Z4,sDrive35is,Convertible,1
445,2,Z4 M,Base,Coupe,2
446,2,i8,Base,Coupe,1
447,3,850,Base,Sedan,1
448,3,850,Base,Wagon,1
449,3,850,GLT,Sedan,1
450,3,850,GLT,Sedan,2
451,3,850,GLT,Wagon,1
452,3,850,GLTS,Wagon,1
453,3,940,Level I,Sedan,1
454,3,960,Base,Sedan,1
455,3,C30,R-Design,Hatchback,1
456,3,C30,R-Design,Hatchback,2
457,3,C30,T5,Hatchback,1
458,3,C30,T5 R-Design,Hatchback,1
459,3,C30,T5 R-Design,Hatchback,2
460,3,C30,T5 Version 1.0,Hatchback,1
461,3,C70,HPT,Convertible,1
462,3,C70,HT,Convertible,1
463,3,C70,HT,Convertible,2
464,3,C70,HT,Coupe,1
465,3,C70,LPT,Convertible,1
466,3,C70,LT,Convertible,1
467,3,C70,T5,Convertible,1
468,3,C70,T5,Convertible,2
469,3,S40,2.4i,Sedan,1
470,3,S40,2.4i,Sedan,2
471,3,S40,Base,Sedan,1
472,3,S40,T5,Sedan,1
473,3,S40,T5,Sedan,2
474,3,S40,T5 R-Design,Sedan,1
475,3,S60,2.4,Sedan,1
476,3,S60,2.4,Sedan,2
477,3,S60,2.4T,Sedan,1
478,3,S60,2.5T,Sedan,1
479,3,S60,R,Sedan,1
480,3,S60,R,Sedan,2
481,3,S60,T5,Sedan,1
482,3,S60,T5,Sedan,2
483,3,S60,T5 Drive-E,Sedan,1
484,3,S60,T5 Special Edition,Sedan,1
485,3,S60,T6,Sedan,1
486,3,S60,T6 R-Design,Sedan,1
487,3,S70,Base,Sedan,1
488,3,S70,GLT,Sedan,1
489,3,S70,GLT SE,Sedan,1
490,3,S70,T5,Sedan,1
491,3,S80,2.5T,Sedan,1
492,3,S80,2.9,Sedan,1
493,3,S80,3.2,Sedan,1
494,3,S80,T6,Sedan,1
495,3,S80,T6 Elite,Sedan,1
496,3,S80,V8,Sedan,1
497,3,S90,Base,Sedan,1
498,3,V40,Base,Wagon,1
499,3,V50,2.4i,Wagon,1
500,3,V50,T5,Wagon,1
501,3,V50,T5,Wagon,2
502,3,V50,T5 R-Design,Wagon,1
503,3,V60,T5,Wagon,1
504,3,V60,T5 Drive-E,Wagon,1
505,3,V70,2.4,Wagon,1
506,3,V70,2.4M,Wagon,1
507,3,V70,2.4T,Wagon,1
508,3,V70,2.5T,Wagon,1
509,3,V70,3.2,Wagon,1
510,3,V70,Base,Wagon,1
511,3,V70,GLT,Wagon,1
512,3,V70,R,Wagon,1
513,3,V70,R,Wagon,2
514,3,V70,SE,Wagon,1
515,3,V70,T5,Wagon,1
516,3,V70,XC,Wagon,1
517,3,XC,Base,Wagon,1
518,3,XC60,3.2,SUV,1
519,3,XC60,3.2 R-Design,SUV,1
520,3,XC60,T5 Drive-E Premier,SUV,1
521,3,XC60,T6,SUV,1
522,3,XC60,T6 R-Design,SUV,1
523,3,XC70,3.2,Wagon,1
524,3,XC70,Base,Wagon,1
525,3,XC70,T6,Wagon,1
526,3,XC90,2.5T,SUV,1
527,3,XC90,3.2,SUV,1
528,3,XC90,3.2 R-Design,SUV,1
529,3,XC90,3.2 Special Edition,SUV,1
530,3,XC90,T6,SUV,1
531,3,XC90,V8,SUV,1
532,3,XC90,V8 Sport,SUV,1
533,4,200SX,Base,Coupe,1
534,4,200SX,SE,Coupe,1
535,4,200SX,SE,Coupe,2
536,4,300ZX,GS,Hatchback,2
537,4,350Z,Base,Coupe,1
538,4,350Z,Base,Coupe,2
539,4,350Z,Enthusiast,Convertible,1
540,4,350Z,Enthusiast,Convertible,2
541,4,350Z,Touring,Convertible,1
542,4,350Z,Touring,Convertible,2
543,4,350Z,Touring,Coupe,1
544,4,350Z,Touring,Coupe,2
545,4,370Z,Base,Convertible,1
546,4,370Z,Base,Convertible,2
547,4,370Z,Base,Coupe,1
548,4,370Z,Base,Coupe,2
549,4,370Z,NISMO,Coupe,2
550,4,370Z,Touring,Convertible,1
551,4,370Z,Touring,Convertible,2
552,4,370Z,Touring,Coupe,1
553,4,370Z,Touring,Coupe,2
554,4,Altima,2.5,Sedan,1
555,4,Altima,2.5,Sedan,2
556,4,Altima,2.5,sedan,1
557,4,Altima,2.5 S,Coupe,1
558,4,Altima,2.5 S,Coupe,2
559,4,Altima,2.5 S,Sedan,1
560,4,Altima,2.5 S,Sedan,2
561,4,Altima,2.5 S,sedan,1
562,4,Altima,2.5 SL,Sedan,1
563,4,Altima,2.5 SL,Sedan,2
564,4,Altima,3.5 S,Sedan,1
565,4,Altima,3.5 SE,Coupe,1
566,4,Altima,3.5 SE,Coupe,2
567,4,Altima,3.5 SE,Sedan,1
568,4,Altima,3.5 SE,Sedan,2
569,4,Altima,3.5 SE-R,Sedan,1
570,4,Altima,3.5 SE-R,Sedan,2
571,4,Altima,3.5 SL,Sedan,1
572,4,Altima,3.5 SR,Coupe,1
573,4,Altima,3.5 SR,Coupe,2
574,4,Altima,3.5 SR,Sedan,1
575,4,Altima,GLE,Sedan,1
576,4,Altima,GLE,Sedan,2
577,4,Altima,GXE,Sedan,1
578,4,Altima,GXE,Sedan,2
579,4,Altima,SE,Sedan,1
580,4,Altima,SE,Sedan,2
581,4,Altima,XE,Sedan,1
582,4,Altima,XE (1997.5),Sedan,1
583,4,Altima Hybrid,Base,Sedan,1
584,4,Armada,LE,SUV,1
585,4,Armada,Platinum,SUV,1
586,4,Armada,SE,SUV,1
587,4,Armada,SE Off-Road,SUV,1
588,4,Armada,SL,SUV,1
589,4,Armada,SV,SUV,1
590,4,Armada,Titanium,SUV,1
591,4,Cube,1.8 Base,Wagon,1
592,4,Cube,1.8 Base,Wagon,2
593,4,Cube,1.8 Krom,Wagon,1
594,4,Cube,1.8 S,Wagon,1
595,4,Cube,1.8 S,Wagon,2
596,4,Cube,1.8 S Krom Edition,Wagon,1
597,4,Cube,1.8 SL,Wagon,1
598,4,Cube,1.8 SL,Wagon,2
599,4,Frontier,Base,Regular Cab,2
600,4,Frontier,LE,Crew Cab,1
601,4,Frontier,LE,Crew Cab,2
602,4,Frontier,LE,King Cab,1
603,4,Frontier,Nismo,Crew Cab,1
604,4,Frontier,Nismo,King Cab,1
605,4,Frontier,PRO-4X,Crew Cab,1
606,4,Frontier,PRO-4X,Crew Cab,2
607,4,Frontier,PRO-4X,King Cab,1
608,4,Frontier,PRO-4X,King Cab,2
609,4,Frontier,S,Crew Cab,1
610,4,Frontier,S,Crew Cab,2
611,4,Frontier,S,King Cab,1
612,4,Frontier,S,King Cab,2
613,4,Frontier,SC-V6,Crew Cab,1
614,4,Frontier,SE,Crew Cab,1
615,4,Frontier,SE,Crew Cab,2
616,4,Frontier,SE,Extended Cab,1
617,4,Frontier,SE,King Cab,1
618,4,Frontier,SE,King Cab,2
619,4,Frontier,SE-V6,Crew Cab,1
620,4,Frontier,SE-V6,Crew Cab,2
621,4,Frontier,SE-V6,King Cab,1
622,4,Frontier,SE-V6,King Cab,2
623,4,Frontier,SE-V6 Desert Runner,King Cab,1
624,4,Frontier,SE-V6 Dessert Runner,King Cab,1
625,4,Frontier,SE-V6 Dessert Runner,King Cab,2
626,4,Frontier,SL,Crew Cab,1
627,4,Frontier,SV,Crew Cab,1
628,4,Frontier,SV,Crew Cab,2
629,4,Frontier,SV,King Cab,1
630,4,Frontier,SV,King Cab,2
631,4,Frontier,SVE-V6,Crew Cab,1
632,4,Frontier,Standard,King Cab,1
633,4,Frontier,Standard,King Cab,2
634,4,Frontier,XE,Crew Cab,1
635,4,Frontier,XE,Crew Cab,2
636,4,Frontier,XE,Extended Cab,1
637,4,Frontier,XE,Extended Cab,2
638,4,Frontier,XE,King Cab,1
639,4,Frontier,XE,King Cab,2
640,4,Frontier,XE,Regular Cab,1
641,4,Frontier,XE,Regular Cab,2
642,4,Frontier,XE Desert Runner,Extended Cab,1
643,4,Frontier,XE-V6,Crew Cab,1
644,4,Frontier,XE-V6,Crew Cab,2
645,4,Frontier,XE-V6,King Cab,1
646,4,Frontier,XE-V6 Dessert Runner,King Cab,2
647,4,GT-R,Black Edition,Coupe,1
648,4,GT-R,Premium,Coupe,1
649,4,GT-R,Track Edition,Coupe,1
650,4,Juke,NISMO,Hatchback,1
651,4,Juke,NISMO,Hatchback,2
652,4,Juke,NISMO RS,Hatchback,1
653,4,Juke,NISMO RS,Hatchback,2
654,4,Juke,S,Hatchback,1
655,4,Juke,SL,Hatchback,1
656,4,Juke,SL,Hatchback,2
657,4,Juke,SV,Hatchback,1
658,4,Juke,SV,Hatchback,2
659,4,Leaf,S,Hatchback,1
660,4,Leaf,SL,Hatchback,1
661,4,Leaf,SV,Hatchback,1
662,4,Maxima,3.5 S,Sedan,1
663,4,Maxima,3.5 SE,Sedan,1
664,4,Maxima,3.5 SL,Sedan,1
665,4,Maxima,3.5 SL,Sedan,2
666,4,Maxima,3.5 SV,Sedan,1
667,4,Maxima,3.5 SV,Sedan,2
668,4,Maxima,GLE,Sedan,1
669,4,Maxima,GXE,Sedan,1
670,4,Maxima,GXE,Sedan,2
671,4,Maxima,SE,Sedan,1
672,4,Maxima,SE,Sedan,2
673,4,Maxima,SE 20th Anniversary,Sedan,1
674,4,Murano,LE,SUV,1
675,4,Murano,S,SUV,1
676,4,Murano,SE,SUV,1
677,4,Murano,SL,SUV,1
678,4,Murano,SV,SUV,1
679,4,Murano CrossCabriolet,Base,SUV,1
680,4,NV,1500 S,Van,1
681,4,NV,1500 SV,Van,1
682,4,NV,2500 S,Van,1
683,4,NV,2500 SV,Van,1
684,4,NV,3500 S,Van,1
685,4,NV,3500 SV,Van,1
686,4,NV Cargo,1500 S,Van,1
687,4,NV Cargo,2500 S,Van,1
688,4,NV Cargo,3500 S,Van,1
689,4,NV Cargo,3500 SV,Van,1
690,4,NV Passenger,3500 SV,Van,1
691,4,NV200,S,Minivan,1
692,4,NV200,SV,Minivan,1
693,4,Pathfinder,(1999.5) XE,SUV,1
694,4,Pathfinder,(1999.5) XE,SUV,2
695,4,Pathfinder,LE,SUV,1
696,4,Pathfinder,LE,SUV,2
697,4,Pathfinder,LE V8,SUV,1
698,4,Pathfinder,Platinum,SUV,1
699,4,Pathfinder,S,SUV,1
700,4,Pathfinder,SE,SUV,1
701,4,Pathfinder,SE,SUV,2
702,4,Pathfinder,SE Off Road,SUV,1
703,4,Pathfinder,SL,SUV,1
704,4,Pathfinder,SV,SUV,1
705,4,Pathfinder,SV Hybrid,SUV,1
706,4,Pathfinder,XE,SUV,1
707,4,Pathfinder,XE,SUV,2
708,4,Quest,3.5,Minivan,1
709,4,Quest,3.5 S,Minivan,1
710,4,Quest,3.5 SE,Minivan,1
711,4,Quest,3.5 SL,Minivan,1
712,4,Quest,GLE,Minivan,1
713,4,Quest,GXE,Minivan,1
714,4,Quest,LE,Minivan,1
715,4,Quest,S,Minivan,1
716,4,Quest,SL,Minivan,1
717,4,Quest,SV,Minivan,1
718,4,Rogue,S,SUV,1
719,4,Rogue,S Krom Edition,SUV,1
720,4,Rogue,S SULEV,SUV,1
721,4,Rogue,SL,SUV,1
722,4,Rogue,SL SULEV,SUV,1
723,4,Rogue,SV,SUV,1
724,4,Rogue Select,S,SUV,1
725,4,Sentra,1.8,Sedan,1
726,4,Sentra,1.8,Sedan,2
727,4,Sentra,1.8 S,Sedan,1
728,4,Sentra,1.8 S,Sedan,2
729,4,Sentra,2,Sedan,1
730,4,Sentra,2,Sedan,2
731,4,Sentra,2.0 S,Sedan,1
732,4,Sentra,2.0 S,Sedan,2
733,4,Sentra,2.0 SL,Sedan,1
734,4,Sentra,2.0 SL,Sedan,2
735,4,Sentra,2.0 SR,Sedan,1
736,4,Sentra,Base,Sedan,1
737,4,Sentra,Base,Sedan,2
738,4,Sentra,FE+ S,Sedan,1
739,4,Sentra,FE+ S,Sedan,2
740,4,Sentra,FE+ SV,Sedan,1
741,4,Sentra,GXE,Sedan,1
742,4,Sentra,GXE,Sedan,2
743,4,Sentra,S,Sedan,1
744,4,Sentra,S,Sedan,2
745,4,Sentra,SE,Sedan,1
746,4,Sentra,SE,Sedan,2
747,4,Sentra,SE-R,Sedan,1
748,4,Sentra,SE-R,Sedan,2
749,4,Sentra,SE-R Spec V,Sedan,1
750,4,Sentra,SE-R Spec V,Sedan,2
751,4,Sentra,SL,Sedan,1
752,4,Sentra,SR,Sedan,1
753,4,Sentra,SR,Sedan,2
754,4,Sentra,SV,Sedan,1
755,4,Sentra,XE,Sedan,1
756,4,Sentra,XE,Sedan,2
757,4,Titan,LE,Crew Cab,1
758,4,Titan,LE,King Cab,1
759,4,Titan,PRO-4X,Crew Cab,1
760,4,Titan,S,Crew Cab,1
761,4,Titan,SE,Crew Cab,1
762,4,Titan,SE,King Cab,1
763,4,Titan,SL,Crew Cab,1
764,4,Titan,SV,Crew Cab,1
765,4,Titan,SV,King Cab,1
766,4,Titan,XE,Crew Cab,1
767,4,Titan,XE,King Cab,1
768,4,Truck,Base,Regular Cab,1
769,4,Truck,Base,Regular Cab,2
770,4,Truck,XE,Extended Cab,1
771,4,Truck,XE,Extended Cab,2
772,4,Truck,XE,Regular Cab,1
773,4,Truck,XE,Regular Cab,2
774,4,Versa,1.6,Sedan,1
775,4,Versa,1.6,Sedan,2
776,4,Versa,1.6 Base,Sedan,1
777,4,Versa,1.6 Base,Sedan,2
778,4,Versa,1.6 S,Sedan,1
779,4,Versa,1.6 S,Sedan,2
780,4,Versa,1.6 S Plus,Sedan,1
781,4,Versa,1.6 S Plus,Sedan,2
782,4,Versa,1.6 SL,Sedan,1
783,4,Versa,1.6 SL,Sedan,2
784,4,Versa,1.6 SV,Sedan,1
785,4,Versa,1.6 SV,Sedan,2
786,4,Versa,1.8 S,Hatchback,1
787,4,Versa,1.8 S,Hatchback,2
788,4,Versa,1.8 S,Sedan,1
789,4,Versa,1.8 S,Sedan,2
790,4,Versa,1.8 SL,Hatchback,1
791,4,Versa,1.8 SL,Hatchback,2
792,4,Versa,1.8 SL,Sedan,1
793,4,Versa,1.8 SL,Sedan,2
